RM Location ID,RM Property ID,RM Name,RM Address,RM City,RM State,Sola ID,Sola Name,Sola Address,Sola City,Sola State,Matched?,Notes
132,1,Sherman Oaks,"15125 Ventura Blvd., Suite 101",Sherman Oaks,CA,29,LA - Sherman Oaks,15125 Ventura Blvd.,Sherman Oaks,CA,Yes,Fuzzy match
132,2,Corporate,8172 E 29th Ave,Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
133,7,Badger May Crossing LLC,5401 N. May Ave,Oklahoma City,OK,269,NW OKC,5401 N. May Ave,Oklahoma City,OK,Yes,Perfect match
134,1,Badger University Park LLC,1032 Waterwood Pkwy,Edmond,OK,128,Edmond,1032 Waterwood Parkway,Edmond,OK,Yes,Fuzzy match
135,1,Sola Temecula Parkway,"32467 Temecula Parkway
Bldg. F-102",Temecula,CA,93,Temecula,32467 Temecula Parkway,Temecula,CA,Yes,Fuzzy match
135,2,La Quinta Sola,"79430 Hwy #111
Bldg. 5",La Quinta,CA,132,La Quinta,79430 Highway 111,La Quinta,CA,Yes,Fuzzy match
135,4,Temecula Office,"32467 Temecula Parkway
Bldg. F-102",Temecula,CA,93,Temecula,32467 Temecula Parkway,Temecula,CA,Yes,Fuzzy match
135,5,BV Sola,41533 Margarita Rd,Temecula,CA,289,Temecula Bel Villagio,"41533 Margarita Rd, M-101 ",Temecula,CA,Yes,Fuzzy match
135,6,Murrieta Plaza,"40516 Murrieta Hot Springs Rd, Building B",Murrieta,CA,387,Murrieta Plaza,"40516 Murrieta Hot Springs Rd, Building B",Murrieta,CA,Yes,Perfect match
136,1,Sola 3 Fountains,"4520 University Ave
Suite 114",West Des Moines,IA,247,The Shoppes at Three Fountains,"4520 University Ave, Suite 114 ",West Des Moines,IA,Yes,Fuzzy match
137,1,445 Hamilton Avenue,"445 Hamilton Avenue
Suite 100",White Plains,NY,83,White Plains,"445 Hamilton Avenue, Suite 100",White Plains,NY,Yes,Fuzzy match
138,1,Quivira,11708 W. 95th,Overland Park,KS,10,Overland Park - 95th,11708 West 95th,Overland Park,KS,Yes,Fuzzy match
138,2,Corporate,2756 Thunderbird Drive,Hays,KS,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
138,3,Gateway,8959 Metcalf,Overland Park,KS,309,Sola Promontory,8969 Metcalf Avenue,Overland Park,KS,Yes,Fuzzy match
138,4,Deer Creek,13348 Metcalf Avenue,Overland Park,KS,49,Deer Creek,13348 Metcalf Avenue,Overland Park,KS,Yes,Perfect match
138,5,State Line,7612 State Line Road,Prairie Village ,KS,105,Sola Stateline,7612 Stateline Road,Prairie Village,KS,Yes,Fuzzy match
138,6,Lees Summit,601 NW Murray Road,Lees Summit,MO,352,The Summit,601 NW Murray Rd.,Lees Summit,MO,Yes,Fuzzy match
138,7,Promontory,8969 Metcalf Ave,Overland Park,KS,309,Sola Promontory,8969 Metcalf Avenue,Overland Park,KS,Yes,Fuzzy match
138,8,Rogers Pointe,12517 S Rogers Road,Olathe,KS,353,Rogers Pointe Olathe,12517 South Rodgers Rd.,Olathe,KS,Yes,Fuzzy match
139,1,Sola Rochester South,"4530 Maine Ave SE, Suite 513",Rochester,MN,119,Shoppes on Maine,4530 Maine Ave. SE Suite 513,Rochester,MN,Yes,Fuzzy match
139,2,415 - 6th Street NW,416 - 6th Street NW,Rochester,MN,279,North Rochester,3185 41st Street NW,Rochester,MN,Yes,Fuzzy match
139,3,Sola Rochester North,3185 41st Street NW,Rochester,MN,279,North Rochester,3185 41st Street NW,Rochester,MN,Yes,Perfect match
139,4,532 - 5th Avenue NW,532 - 5th Avenue NW,Rochester,MN,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
139,5,18 - 12th Avenue NW,8 - 12th Avenuye NW,Rochester,MN,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
139,6,PRECISE HANDYWORKS,2194 Folwell Ridge Street SW,Rochester,MN,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
139,7,Sola Crossroads,1201 S. Broadway Suite 24,Rochester,MN,376,Crossroads,1201 S. Broadway Suite #24,Rochester,MN,Yes,Fuzzy match
140,7,Sola,501 South Yellowstone,Madison,WI,64,Yellowstone Drive,501 S Yellowstone Drive,Madison,WI,Yes,Fuzzy match
141,7,Dakotah Sola LLC,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
142,7,Galleria Oaks,"15909 San Pedro Ave.
Suite 100",San Antonio,TX,197,San Antonio-Galleria Oaks Shopping Center,15909 San Pedro Ave,San Antonio,TX,Yes,Fuzzy match
142,8,Creve Coeur,11756 Olive Blvd,Creve Coeur,MO,200,Sola Salons Creve Coeur,11756 Olive Boulevard ,Creve Coeur,MO,Yes,Fuzzy match
142,9,Kirkwood,150 S. Kirkwood Road,St. Louis,MO,233,Kirkwood Station Plaza,200 South Kirkwood Road,St. Louis,MO,Yes,Fuzzy match
143,7,Sola Salon Studios,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
143,8,Corporate,112 Westwood Place STE 360,Brentwood,TN,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
143,9,4928 Homberg Drive,"4928 Homberg Drive
Building B",Knoxville,TN,52,Bearden,4928 Homberg Drive Building B ,Knoxville,TN,Yes,Fuzzy match
143,10,11324 Parkside Drive,11324 Parkside Drive,Knoxville,TN,240,Turkey Creek,11324 Parkside Drive,Knoxville,TN,Yes,Perfect match
144,1,Sola Salon Strongsville,16746 Pearl Road,Strongsville,OH,91,Strongsville,16746 Pearl Road,Strongsville,OH,Yes,Perfect match
144,2,ROYAL CENTER,16746 PEARL RD,STRONGSVILLE,OH,91,Strongsville,16746 Pearl Road,Strongsville,OH,Yes,Fuzzy match
144,4,SMITH ROAD,3029 Smith Road,Fairlawn,OH,110,Fairlawn,3029 Smith Road,Fairlawn,OH,Yes,Perfect match
144,5,INTEGRITY WAY,4780 Integrity Way,Appleton,WI,100,Integrity Way,4780 Integrity Way,Appleton,WI,Yes,Perfect match
144,6,LEGACY VILLAGE,"24723 Cedar Road
Building G, Unit 75",Lyndhurst,OH,111,Legacy Village,24723 Cedar Road,Lyndhurst,OH,Yes,Fuzzy match
144,7,HEISLEY ROAD,6994 Heisley Road,Mentor,OH,151,Mentor,6994 Heisley Road,Mentor,OH,Yes,Perfect match
144,9,SHOPPES AT THE VILLAGE,2605 South Onieda Street,Green Bay,WI,184,Shoppes at the Village,2605 South Oneida Street ,Green Bay,WI,Yes,Fuzzy match
144,10,MEDINA,5050 Victor Road,Medina,OH,230,Medina,5050 Victor Drive,Medina,OH,Yes,Fuzzy match
144,11,MUNROE ROAD,2415 Munroe Road,DePere,WI,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
145,1,Sola Torrance,2746 Pacific Coast Highway,Torrance,CA,207,Torrance,2746 Pacific Coast Highway,Torrance,CA,Yes,Perfect match
146,7,Sola Salon Studios Moline,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
147,1,Sola Salons  Taft Corners  Vermont,2141 Essex Rd,Williston,VT,58,Williston,2141 Essex Road,Williston,VT,Yes,Fuzzy match
148,1,Corporate,"50 South Steele St., Suite 1050",Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
148,2,Highlands Ranch,7148 E. County Line Road,Highlands Ranch,CO,4,Highlands Ranch,7148 E. County Line Road,Highlands Ranch,CO,Yes,Perfect match
148,3,Boulder,3280 28th Street,Boulder,CO,2,Boulder,"3280 28th Street, Suite 11",Boulder,CO,Yes,Fuzzy match
148,4,Cherry Creek,299 Detroit St. Suite 201,Denver,CO,3,Cherry Creek,299 Detroit Street ,Denver,CO,Yes,Fuzzy match
148,5,Sola Franchise Corporation,"50 South Steele St., Suite 1050",Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
148,7,Fairways,8230 S. Colorado Blvd.,Centennial,CO,7,Centennial,8230 South Colorado Blvd.,Centennial,CO,Yes,Fuzzy match
148,8,Aurora,13923 E. Exposition Ave.,Aurora,CO,9,Aurora,13923 East Exposition Avenue,Aurora,CO,Yes,Fuzzy match
148,9,Southwest Commons,8601 West Cross Drive #1,Littleton,CO,17,Littleton,8601 West Cross Drive,Littleton,CO,Yes,Fuzzy match
148,10,Denver Tech Center,6001 South Willow Drive,Greenwood Village,CO,21,Denver Tech Center,6001 S. Willow Drive,Greenwood Village,CO,Yes,Fuzzy match
148,11,Arvada Connection,5220 Wadsworth,Arvada,CO,35,Arvada,"5220 Wadsworth, Suite J",Arvada,CO,Yes,Fuzzy match
148,12,Southlands,6155 S. Main St.,Aurora,CO,72,Southlands,6155 S. Main Street,Aurora,CO,Yes,Fuzzy match
148,14,Orchard Town Center,"14532 Orchard Parkway, Suite 400",Westminster,CO,67,Orchard Town Center,"14532 Orchard Parkway, Suite 400",Westminster,CO,Yes,Perfect match
148,15,SouthGlenn,6972 South Vine Street Suite 360,Centennial,CO,92,The Streets at SouthGlenn,"6972 S. Vine Street, Suite 360",Centennial,CO,Yes,Fuzzy match
148,16,Denver West,1370 Colorado Mills Pkwy,Lakewood,CO,226,Denver West,1370 Colorado Mills Parkway,Lakewood,CO,Yes,Fuzzy match
148,17,SFC Marketing Fund,"50 South Steele Street
Suite 1050",Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
148,18,Country Club Village,2731 West 120th Ave.,Westminster,CO,389,Westminster,2731 W. 120th Avenue ,Westminster,CO,Yes,Fuzzy match
148,20,Sola Genius ,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
148,21,"Sola Salon Studios Canada, Inc.","","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
148,22,"Sola International, Inc.","50 S. Steele St, Suite 1050",Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
149,7,Riverpark,585 W. Nees Ave.,Fresno,CA,316,Riverpark,585 W Nees Avenue,Fresno,CA,Yes,Fuzzy match
150,7,Sola,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
150,8,Shadow Lake Towne Center,"7640 Towne Center Parkway, Suite 113",Papillion,NE,112,Shadowlake,"7640 Towne Center Parkway, Suite 113",Papillion,NE,Yes,Perfect match
151,8,4875 KIETZKE LANE SUITE A,4875 KIETZKE LANE SUITE A,RENO,NV,259,Reno-Kietzke,4875 Kietzke Ln Ste A,Reno,NV,Yes,Fuzzy match
152,28,Sola_ND Partners,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
152,29,Sola_3405 Midway LLC,"3405 Midway Road
Suite 420",Plano,TX,41,Plano - Midway Hills,"3405 Midway Road, Suite 420",Plano,TX,Yes,Fuzzy match
152,30,Sola_11909 Preston LLC,"11909 Preston Rd
Suite 1436",Dallas,TX,36,Dallas - Preston Forest Square,11909 Preston Road #1436,Dallas,TX,Yes,Fuzzy match
152,37,Sola_3190 Central LLC,"3190 Central Expressway
Suite 510 Unit 8",McKinney,TX,38,McKinney - Craig Crossing,3190 S. Central Expressway Ste# 510,McKinney,TX,Yes,Fuzzy match
152,38,Sola_151 Nolen LLC,151 N Nolen Rd Ste 160,Southlake ,TX,86,Southlake - Wyndham Plaza,"151 N. Nolen Drive, Ste 160",Southlake,TX,Yes,Fuzzy match
152,39,Sola_200 Marketplace LLC,"200 Market Place Lane
Ste 200",Highland Village,TX,107,Highland Village,"200 Marketplace Lane, Suite 200",Highland Village,TX,Yes,Fuzzy match
152,40,Sola_5611 Colleyville LLC,5611 Colleyville Blvd Ste 240,Colleyville,TX,121,Colleyville - Town Center Colleyville,"5611 Colleyville Blvd, Ste 240",Colleyville,TX,Yes,Fuzzy match
152,43,Sola_5200 Hulen LLC,5260 S Hulen Street,Fort Worth ,TX,139,Hulen Fashion Center,5260 S Hulen Street,Fort Worth ,TX,Yes,Perfect match
152,45,Sola_1900 Preston LLC,"1900 Preston Road, Ste 345",Plano,TX,155,Preston Park Village,"1900 Preston Road, Ste 345",Plano ,TX,Yes,Fuzzy match
152,46,Sola_9140 North Freeway LLC,9140 North Freeway Ste 300,Fort Worth ,TX,183,Alliance Town Center,9140 North Freeway Ste 300,Ft. Worth,TX,Yes,Fuzzy match
152,47,Sola_4140 Lemmon LLC,4140 Lemmon Ave Ste 134,Dallas ,TX,215,Lemmon/Douglas Court,4140 Lemmon Ave,Dallas,TX,Yes,Fuzzy match
152,48,Sola_1106 W Arbrook LLC,1106 W Arbrook Blvd,Arlington,TX,216,"Arlington, Plaza at the Parks",1106 West Arbrook Blvd Ste100,Arlington,TX,Yes,Fuzzy match
152,66,Sola_475 State Highway LLC,"475 State Highway 121 Bypass
Suite 200",Lewisville,TX,331,Lewisville,475 SH 121 Bypass Ste. 200,Lewisville,TX,Yes,Fuzzy match
152,67,Sola_Tester,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
152,68,Sola_2705 Little Elm LLC,2705 Little Elm Parkway #180,Little Elm,TX,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
154,1,Samson ,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
156,8,Sola Salons of S.W. Ohio,1611 Dauphine Ln,St. Louis,MO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
156,9,Grove City,"Park Square Shopping Center
4026 McDowell Rd",Grove City,OH,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
156,10,Greene Crossings,"Equity
4653 Trueman Blvd., Suite 100
Hilliard, OH  43206
Attn: Property management","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
156,11,Cherry Gove,"Regency Centers Corporation
One Independent Drive
Suite 114
Jacksonville, FL  32202-5019
Attn: Lease Administration","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
157,1,Sola Salon Studio Billings,"2545 Central Ave
Suite M",Billings,MT,244,Rimrock Plaza,2545 Central Ave Suite M ,Billings,MT,Yes,Fuzzy match
158,8,Sola Mobile,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
159,1,Flatiron Capital LLC (Plsntn),"6010 Johnson Dr.
Suite D",Pleasanton,CA,20,Pleasanton,6010 Johnson Drive Suite D,"Pleasanton, CA ",CA,Yes,Fuzzy match
159,2,Flatiron Campbell LLC (Danville) ,760 Camino Ramon,Danville ,CA,74,Danville,"760 Camino Ramon, Suite 150",Danville,CA,Yes,Fuzzy match
159,3,Flatiron Capital Los Gatos LLC (WC),"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
160,1,"SR CVA, LLC",PO Box 703,Midlothian,VA,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
160,2,"Sola Richmond, LLC",4300 Pouncey Tract,Glen Allen,VA,88,Short Pump,"4300 Pouncey Tract, Suite H",Glen Allen,VA,Yes,Fuzzy match
160,3,"Sola Swift Creek, LLC",5005 Craig Rath Boulevatd,Midlothian,VA,22,Hull Street,5005 Craig Rath Blvd.,Midlothian,VA,Yes,Fuzzy match
160,4,"Sola Stonehenge, LLC",2021 Wal-Mart Way,Midlothian,VA,89,Midlothian Turnpike,2021 Walmart Way,Midlothian,VA,Yes,Fuzzy match
160,5,"Sola Bermuda Crossroads, LLC",12108 Bermuda Crossroads Lane,Chester,VA,23,Chester,12108 Bermuda Crossroads Lane,Chester,VA,Yes,Perfect match
160,6,"Sola Carytown Square, LLC",3224-A W. Cary Street,Richmond,VA,177,Carytown,3224A West Cary Street,Richmond,VA,Yes,Fuzzy match
160,7,"Sola Creighton Crossing, LLC","8005 Creighton Parkway, Stes G",Mechanicsville,VA,178,Mechanicsville,8005 Creighton Parkway,Mechanicsville,VA,Yes,Fuzzy match
160,8,"Sola Jefferson Commons, LLC",12551 Jefferson Avenue,Newport News,VA,273,Jefferson Commons,12551 Jefferson Ave Suite 109 ,Newport News,VA,Yes,Fuzzy match
160,9,"Sola Greenbrier, LLC",717 Eden Way #604,Chesapeake,VA,330,Greenbrier,717 North Eden Way Suite# 604,Chesapeake,VA,Yes,Fuzzy match
160,10,Elarco Management Corp,PO Box 703,Midlothian,VA,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
160,11,"Sola New Town, LLC",5140 Main St.,Williamsburg,VA,332,New Town,5140 Main Street,Williamsburg,VA,Yes,Fuzzy match
162,9,Brighton,9795 Village Place Blvd.,Brighton,MI,339,Brighton,9795 Village Place Blvd.,Brighton,MI,Yes,Perfect match
163,8,Sola Salons Southcenter,351 Strander Blvd,Tukwila,WA,357,South Seattle - Southcenter,351 Strander Blvd. Southcenter Plaza,Tukwila,WA,Yes,Fuzzy match
164,8,sola myrtlebeach,4025 N Kings Hwy Suite 16,Myrtle Beach,SC,355,Myrtle Beach,4025 N Kings Hwy.,Myrtle Beach,SC,Yes,Fuzzy match
167,15,Sola Now Charter Place,"3251 North University Drive
Suite 3251",Coral Springs,FL,118,Coral Springs,3251 North University Dr.,Coral Springs,FL,Yes,Fuzzy match
167,16,"Sola RP, LLC",3333 W HAMILTON ROAD,FORT WAYNE,IN,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
167,29,Sola Now Pompano,"Pompano Citi Centre
2001 N. Federal Highway",Pompano Beach,FL,157,Pompano,2001 North Federal Highway,Pompano Beach,FL,Yes,Fuzzy match
167,30,"Sola Now, LLC",3333 W. Hamilton Road,Fort Wayne,IN,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
168,8,Sola Salons Attleboro,287 Washington Street,Attleboro,MA,372,Attleboro,287 Washington Street,Attleboro,MA,Yes,Perfect match
169,8,Coconut Point,"23106 Fashion Drive, Suite 127",Estero,FL,367,Coconut Point,"23106 Fashion Drive, Suite 127",Estero,FL,Yes,Perfect match
171,1,Corporate,"50 South Steele St., Suite 1050",Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
171,2,Highlands Ranch,7148 E. County Line Road,Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
171,3,Boulder,3280 28th Street,Boulder,CO,2,Boulder,"3280 28th Street, Suite 11",Boulder,CO,Yes,Fuzzy match
171,4,Cherry Creek,299 Detroit St. Suite 201,Denver,CO,3,Cherry Creek,299 Detroit Street ,Denver,CO,Yes,Fuzzy match
171,5,Sola Franchise Corporation,"50 South Steele St., Suite 1050",Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
171,7,Fairways,8230 S. Colorado Blvd.,Centennial,CO,7,Centennial,8230 South Colorado Blvd.,Centennial,CO,Yes,Fuzzy match
171,8,Aurora,13923 E. Exposition Ave.,Aurora,CO,9,Aurora,13923 East Exposition Avenue,Aurora,CO,Yes,Fuzzy match
171,9,Southwest Commons,8601 West Cross Drive Suite 1,Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
171,10,Denver Tech Center,6001 South Willow Drive,Greenwood Village,CO,21,Denver Tech Center,6001 S. Willow Drive,Greenwood Village,CO,Yes,Fuzzy match
171,11,Arvada Connection,5220 Wadsworth,Arvada,CO,35,Arvada,"5220 Wadsworth, Suite J",Arvada,CO,Yes,Fuzzy match
171,12,Southlands,6155 S. Main St.,Aurora,CO,72,Southlands,6155 S. Main Street,Aurora,CO,Yes,Fuzzy match
171,14,Orchard Town Center,"14532 Orchard Parkway, Suite 400",Westminster,CO,67,Orchard Town Center,"14532 Orchard Parkway, Suite 400",Westminster,CO,Yes,Perfect match
171,15,SouthGlenn,6972 South Vine Street Suite 360,Centennial,CO,92,The Streets at SouthGlenn,"6972 S. Vine Street, Suite 360",Centennial,CO,Yes,Fuzzy match
171,16,Denver West,1370 Denver West Boulevard ,Lakewood,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
171,17,SFC Marketing Fund,"50 South Steele Street
Suite 1050",Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
171,18,Country Club Village,2731 West 120th Ave.,Westminster,CO,389,Westminster,2731 W. 120th Avenue ,Westminster,CO,Yes,Fuzzy match
171,20,Sola Genius ,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
171,21,"Sola Salon Studios Canada, Inc.","","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
171,22,"Sola International, Inc.","50 S. Steele St, Suite 1050",Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
